text,label
Mass trailer 🤟 #FDFS By Suriya Fan   🤩,0
Maranam Massu Maranam aduku avartha porandu varanum Thalaivar Dhanush,2
Andha parva marana mass ah iruku,0
"Shoot the kuruvi..., shoot the kuruvi...",2
Aiyoo thalaivar padam january 10ah pongal release illaiaya,3
Sotta pathiyin 63 Vadhu Padam Thiruttu Kadhai yaame !!!!,1
Poda deei viswasam marana waiting pongala papom,0
Dhanush looks like Gramathu Vayasana Thathaa 🤔,0
Innum pink trailer pakkathave  ellam pathutu vanthu comment pannu.....,0
#naerkondapaarvai   August 8 worldwide release       #THALA        THARISANAM.,0
School pasanga 6 maniku vanthu dislike poda arampuchutanunga,2
Orutharu mela irukura viswaasathuku iniruthara yen asinga paduthuringa... Likes for this,0
You tube pe Hindi me kab aayegi bhai,4
No varthuda Mass thalayda visvasam Peta out,0
Mast film....100 days guaranteeee Kaalioru aata!!!!!!!!!,4
Who r watching telugu karthi fans like here,1
Thalaiva Ni padam Mattum Nadi adhuvae podhum.....arasiyal vendam.... Niyae paran  Ni Evlo masssss ha erukanu,2
Ranjith vanthu karthik suburaj kita vangi kudi da .. Ithan padam.. Ithu than trailer,1
Ji likesa therikka vidunga thalaiver fans semma masssa iruku,0
Kon kon ne bina dekhe like kar diya,4
Last dialogue ellarum kettingala trailer ah full ah parunga semma dialogue,0
ayyo en thalaivara parungale evlo alagu ipdi lam padam nadicha kannu pattudum thalaivaa,0
Ayyoooo thalaiva marana  mass katuringa thalaiva,0
Enai nokki payum thotta  Eppo release?,1
Excellent thala your Vera lvl     Serapu Mega serapu..,0
"dai,kadaisi varaikum vidhya balan na kaatave illaye y? ajith sir ku jodi vidhya balan But avangala trailer la kaamikave illaye",2
sirpana tharamana sambavangala inemal dha paka pora,0
Thul kelapiya semma mass thala getup,0
Asuran trailer is asura vadham 🤩,0
"Kaithi, sangathamizhan for diwali.. apo bigil🤣🤣",2
Enna solrathu marana Witting kadaram kondan chiyan Anna aaaaa,0
Thala I  am waiting ji,0
Intha padathukku askar award kekkuravanga like podunga,0
Intha padam rajini nalaye nasamaga pothu...,1
I think antha last dialogue intha dislike pannavanungalukku thaan,1
Like only for rajini Anna and makkal selvan,3
when i am seeing vikram here its like john wick,0
0:31 antha song release pannunga vera levelah irukku,3
Oruthar Mela viswasam kaatradhukaga innoruthara Ean Asinga paduthringa Tharamanaa dialogue,2
Yaralaa 12:10 thungame  trailer 10m kage pathuttu erukinge,0
Video paakamale dislike poda mudiyathaa.....you tube la appadi oru option kondu vanga intha karumathala paakka mudila.....hathaa....🤣🤣🤣.....,1
Anyone after Darbar Chumma Kizhi song,3
As A Thalapathy  Fan..  Goiyaale..  Padam Kandippa Block Buster daa!,0
Comments pakka vandha nanba nanbi gal like pannitu pooga,4
Jst 1k more to hit 800k likes  Come on!!!,0
Hollywood movie ka remek hain point blank ka,4
Petta enna sumava  talaivan effect,0
Vera level... Thalaivar AR rahman,0
Thalaivaaaa...vera level thalaivaa ...mass styles semma semma .. waiting for movie thalaivaa,0
Sirappana Tharamana sambavam pongal annaikku pakka porom,0
Enakenamo bgm konjam local ah irundhurundhaa nala irundhirukum nu thonudhu..!! Anyone??,3
brammaaandatha paarthu brammippaaaagardhu yenbadhu yidhuthaaanoa........woooooooowwwwwww many times watched but still want  to watch....hats off to d team 2.0,1
Adae apdiye remake pannirukalaam la da yen da theva illama mass elements laam add panni story ah spoil panringa,2
Indha trailer ku en da unlike panirkinga 🤦‍,0
Climax dialogue fans ku pola 🤔,0
Thala ! Thala ! Thala !,0
Love you Thalaiva. Anyone from sri lanka?,0
Enada panni madhri kootama ivalo Peru irukkinga Singam single a tha varum viswasam Ajith a varum,2
Viswasam already 1 m like vandurusu,0
Vera leval,0
Thala pola varuma enga thala pola varuma  Thala pola varuma Thala pola varuma,0
Guys lets make it to 300k likes,0
Rajani sir going to be old style padayappa style🤘,0
50k  views but 91k likes podu,1
Padam parthtu vanthu trailer parthnvanga yaru,0
Marana mass!! Thalaivar fans hit like.....,3
Thala suprr.... oruthar mela viswasama irukkarthukku innorthara en asingapaduthanam,2
Rajini padum Nalla gathu tha ethuku athuku trailer la,0
Adeg gappa bayagaramala iruku superr,0
Apo Ennai Nokki Payum thotta 🤔🤔🤔,0
U kena tunggu lama lagi untuk kenal saya,0
Enagada 4 maasathula adathu padam release panringa,0
Thalaiva   Vaa a a  Rey  Vaaa h h h h. . .,0
Pink movie remake but still good.,0
Romba alaku thalaiva nee........ thalaiva unna screenla paarthaale oru full energy warum. Lv u thalaiva...,0
Good ...Thalaiva....Unna ipadi parka innoru jenmamum enaku vendum......,1
Yow pandey enna ya   unmaiya ve nadikka poitta,0
"Low budget superhero , Batman nu nanapu 🤣",2
Singapore and malesiya trending no 1,0
Super hero... Mmm vetri pera valthukkal..  Sk  mithran  yuvan,2
You kena tunngu lebih lama lagi untuk tahu saya.. Durai malay lam pesathu,0
1:54 reply to Haters.... Slipper hit....Dislike potta pundangalukku,1
Pakka paisa vasol movie... Mass movie after narasimha,0
ipidi than da irumugankum buildup kuduthinga,0
Atanga Matta illa Diwalikku thalabathi vararnu therinchum Vara illa ithukkune o patathukku Vara,1
Twitterla wait panna inga release pannitengala,2
Serapana tharamana padaithai enemel thaan parka porom,0
Die hard dhanush fans kill the like button,0
90s rajini is back vayasanallum allagum stylum unna vittu polla,0
still in trending.. daily marupadiyum marupadiyum pathutu iruken.. vetrimaran.. vera level..,0
Kon kon chata hai ki 2.0 bahubali 2 se jaada paise kamaiye,4
I cant say ki mujhe kitna achha laga,4
Dialogue  vera  level,0
Kommala ithuku vada Chennai paravala da dai verithanam da,1
I'm not Vikram fan but i like this trailer... Amazing.,0
Kotha gopala Krishna Naidu thevidiyapaya anda vantha naye,1
Teejay fan oru like pottu pongae,0
70 vadu vayasulayum  herova nadikka namma thalaivar super star rajiniyal mattume mudiyum valga thalaivar,0
Ennoda 1 GB datavayum 2.02 nera videola thirumba thirumba paaka vachu mudiya vachutanga Ellathukum reason antha #Rajini and #Shankar,0
I'm​ BIG FAN OF DHANUSH FROM MOON,0
Jai janasena jai pspk jai hind,4
Asuran trailer   ( Dhanush + vetrimaaran + Gv )  Sola varthaikaley ilaa !!,0
Thalaiva fan lazy ho gaye lagta hai,2
Bigil kuda realsee panatha da unga padam odathu,0
Thala vera level thala & u1 combo semma,0
Thala fans trailer share ponnu ga 1m varunum,0
0:47 0:45    azhaguu    Anyone missed mass maranam song like me ?,0
Evanla  2.o nalla illanu soprano available oru manusane illa,1
Oruthar mela viswasam aaah irukuradhukhu edhuku innoruthara asinga paduthuringa 🤝🤝🤝🤝🤝🤝,0
Mass trailer Yaa apo film epadi Irukum wow I am wating,0
Petta parrak 🤗konjam othingiruuu....  Odi pathungiru .....varuthu THALAIVAR RUUU Petta parrak......,0
Gommala vaaa thaliva neee vaaa thalaiva,1
Nawazuddin fans  hit like,3
Verithanam Overloaded  Nee vaa Thalaivaa  DFC eppavum un kuda irrupom,0
Oru abaliyaa irrunthaa  anthaa Marii ponugalla maathii kattu daa pappoo ...,1
Last  scene.. Vera level,0
Sivakarthikeyan fans like here  Yuvan Shankar Raja fans comment,0
Note:Oru oru second kum oru comment varuthu,0
FDFS Ku wait Pandravanga Ethana peru....!!! Survey  #Thala..,0
Podu kolamass nu solravangallam oru like pottutu poradhu,3
Love u thalaivaaaa...unga hard work kum Periya salute always..... thalaivaaaa....,0
Action king  ningale hero va nadichi irukalam,0
Makkal Selvan Vijay Sethupathi Fan's hit like here,0
Mass ka baap What a look man Waiting,0
All d best from Andhra allu Arjun fans,0
Are bc hindi mai kiya kro upload,4
Eppo thambi 1.4 million likes vanguvinga,0
Vera vera vera level yenga thala,0
Thala Thala Thala  climax scene pakka,0
Palaiya Rajinj ya patha mari irruku....Padam vetri pera valthukal,0
2:18 thalaiva unaku inum vayasu aagala...Kutty paiyan ya... Semmma dance🤗🤗 Marana Mass Petta Paaraakkk Varannn Varan,1
28k dislike ku karanam vj fans ah than irupanuga,0
Ippedi neraya neraya neraya neraya neraya...,0
Thala acting is intense nkp Vera level.,0
Thalaaaaaaa waitting to see u on screeeeeeeennnnnnnnn,0
marana mass Thalaiva marana mass Thalaiva marana mass Thalaiva,0
Bairavaa padam Mari irukku but getup mattum change,1
Annnnnnaaaaa..... Vera lvl Anna...bst wishes for film.,0
Thala fans trending no 1 kondu vanga,0
Hit or flop Rajani ki Jai,4
Thala pola varuma  Thala eppavume mass Vera level,0
Thala marana Mass I am waiting,0
Thala nee yandha Mari nadhilaum neenga thala than,0
1million views  500k likes  Thala therikavidudhu,0
ippo intha trailer ah parkura angaali pangaali ellaam oru like podunga,0
Rajini Haters.....savunga daaa.....  Thug life thalaivar....Whataaa trailer....,2
Konjam nerathula you ta hang agikidichu #THALA# you are awesome,0
Hey naathan 56 comment uh naanthan,1
Thala mass waiting for nerkondaparvai..  Aug 10,0
Namkitta kaadu iruntha yeaduthukiduvanga Roouva iruntha pudienkikevanga padippu mattum namkitta iruntha yeaduthaka mudiyathu... ....,0
Yeppo yena seiya porom?  sapodaporum Super trailer ...,0
Visuvasam seruppadi iruku sirappu megavum sirappu ana sambhavam iruku pongal thalai ku doi,0
Last line.. vera lvl dialogue...,0
"1.06,1.33,1.41 thalaivar is unique......Except from politics",0
Yentha paratesingeh da dislikes kuduthingeh?? Thalaivar masss,2
Thala Vera level... Luv u thala...,0
Rajnikant sir plz aap india ke pm ban jaao,4
ethana kelavanda intha movie la irukaanunga,1
nσt gσσd nσt вαd вut prєfєct,0
Movie la oru sila scene ha partha telugu movie rangasthalam movie mari eruku but parkalam movie release apo,1
Intha maari comments ku like kekuravangala india va vittu veliya annupanum,0
Shankerr 2050 lo.putali asalu talant super rajni yakting kekaaa,0
Ithuve masala padama irunthuruntha views athigama vanthurukum namba alunga taste apdi,0
Yenna aal da anda Arjun Das   voiceum faceum apdiye nachchunu irukke,2
1:55 naanga unkitta vishvasam kaatuvom thala,2
Viswasam trailer needs 20k likes to reach 1.4m likes,0
Thala rasigai sarbaga... padam vetri pera valthukal,0
vikram looks more like frank grillo from point blank but far more better look. super boss,0
Dei enda vj sethupathi ah kaatave maatra Karthik subbu naaye,0
Hindi mein nahi aayi gi kiya,4
Kolai gandula iruken kollama vida maten......wat a mass n stylish man yar....,0
Thala innum naraiya naraiya naraiya naraiya mass,2
viswasam ula manithan ku viswasam katuvom,2
Pink film ka copy hai ye,4
"Yov teejay, gowtham menon range ku album pannitu indha kamunattinga kita matikitaye da🤣🤣🤣",1
i love superstar Rajni sir.... iam vijay fan...,0
definite ah oru block buster movie da idhu,0
12k dislikes from blind srk fans,1
Goyyala namma thalaivarukku ennakume vayasu aagathuda.....thalaivar thalaivar than da,0
Atli mathiri muttalukal kandu padikkattum eppadi padam pudikkanam entrath,0
Aiiiyoooo semma da.etha trailer pakka avalo nal waiting...,2
1 million likes on wait pannuravanga oru hi sollunga..,0
Watha enna trailer da....Enna level da.....THALA....u Awesome 🥰🥰🥰,0
Kola Mass  S.k  AnnA,0
Madura kara director karthick subburaj,2
Rangaraj Banda irukaru apa rendu periya thalaigalum mothuna epadi irukum,2
Lol. Enna karumo da ithu. Pink itself flop. Ithula ajith nadiparnu paatha. Etho oru kelattu koo** act pannirukaan.,0
karthick subburaj movie nale maas ah thaan irukum,0
"Nan mahan alle,theetan,Madras, siruthai ithukku appuram ethu enkira kelvikku badhil kaithi",0
Thalaivara Nega eppaum AXN stylé movié mátum tha nadíkanúm,0
ippo trailer parkura angaali pangaali ellaam oru like podunga,0
"ppppppppaaaaaaaaa, Vintage Rajini is back.... super summa alluthu....",0
Enna da ivlo ragasiyama v2rukinga trailer vandhathey theriyala,0
Very nice pakka massssss Gethu chiyaan Anna look sema,0
ivanuku nadikave varathu...intha padam oduna mathiri than...en da comedy pandringa...build up kuduthu kuduthe onnum illama aakidunga...,0
Ivarukku vayasu 50+ nu sonna நம்பாதிங்க 🤟🤟🤟,0
"U1, Thala combo innum neraya, neraya, neraya,neraya, neraya, neraya iruku.🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗",0
Last 20 sec ithuku ethuku dislike poturanuga 🤦‍,0
Konjam othingiru.. odi pathingiru.. Varathu Thalaivaru..petta paraak.... Tha.. Marana Mass.. Get Rajinified... Best wishes from Thalapathy fans..,1
------------------------YAARU THALA FAN ILLA.....-----------oru like poodunga BUT   fan illanaalum naaga THALAI Ku support pannuvoom...,0
Rajani annaaa vera leval daa... Yarukkumey pakkam veran mudiyathu... Venthaa avane yaarum appuram paakkathu....  a hard fan from kerala....,0
Let's make 10M before 23.59 today..,0
#Vera Leval For Tamil Cinema#  #Thalivar Rajine and Shankar,0
Thalaaaaaa mass love u sooo much,0
Padathula sirappaana tharamaana sambavam iruku...Vera level trailer..,3
thala da evanachu thalaki munnadi nikka mudiuma da dai,0
2. 0  movie fans Like button Like now,0
Hi guys send full film link plzz,0
My dear Thalaaaa... Marana waiting for NKP,0
తెలుగు వాళ్లు ఎంతమంది వున్నారు ఓక like వేసుకోండి.,4
Semma semma this Diwali is gonna Kola mass,0
Y not setupati all new movies telghu dubbed,3
Shakthi Maan graphic maathiri irukku ... Ithukka ivlo varusham,2
Bigil Trailer Aprm Yaru Yaru Intha pakkam varinga 🤣,3
12 min munadi 318k likes irundhuchu.. Ipo 414k likes irukuThala Gethu Mass look,0
Eppo enna panna porome ... Haha..!!! Sweet sapda porome .. !!!,0
Chiyaan Anna  vera level,0
Thalaiva you are great🤗🤗marana mass thalaivar,0
Thalaivaaaaaaaaaaaa....... unney Marupadiyum ....Adthy stylil ......Kondattaammmmmthannn,1
Idhuve ippadi iruke Thalapathy 64 yeppudi irukum,3
Bollywood ka baap hai khiladi Kumar,4
Omg omg omg I just loving thalaivar get up and dialogues. Marana masssss,0
ennada setha ponam mari argue pandran,1
"Rajini : style ah irukkena, naturally..  Rajini : Ippa enna panna porom, sweet saapda porom..",0
My Ajith anna love u na,0
Sam cs elevates 2 next level,0
Amazing rajini sir and akshay sir,0
"1:04, 1:23, 1:42, 1:55, 2:14  Semma",0
Ellorum bigil kaithi ne pesikkuringa But Sam cs bgm pathi yaravathu pesurangala  Sam cs,1
Trailor summa pattiaya kilaputhu.. Vidala pasanga ellam  ippa arasiyal aasai vantha mothala Super star aa maranum..,0
"Ipdi thaan முகமூடி nu Oru padam vanthuchi, I hope anda mathiri irukathunu nenaikaran ..... Padam nallabadiya varanum nu vendikiran",0
Thala rasigan endru solluda  Thalai nimirnthu nilluda,0
Asuran trailer no 1 go nice,0
Na pakrathu kanava.. Illla nanava..,0
1:16 waiting to see tee jay in big screen,0
Vijay  nd   Ajith Anna   mutual   fan's   like mee... I'm telangana.. THALLA,0
Vijay sethupathi anna semma mass unga voiceku na adimy bro melum ungaludaya movie vettriyadiya valthukkal,0
Komali pundaiku nadipu pubdaiyae varala thevudiyan ajith,1
1:45 is like a bigil ground,0
Vera director ah padam nalla irukum appo,2
Padathu pathutu trailor pakura Evlo verithanam ebha,0
Comment more more more more n fast fast fast,0
Thalaaaaaa mass again after viswasm proud to be thalaaaaaa fan,0
Ellam ok nalla than irukku......aana ippe bigil kitte modhi thevai illame nalla padathe flop aakke porange,1
neraya neraya neraya neraya neraya neraya,0
Kadaram Kondan south indian cinema Vendran engal chiyaan vikram,0
Adda adda da rajni sir rajni Sir da super superooooooo,0
Inthaa year namaku 2 deepavali 2 pongal....,0
No 1 trending again Vara vainga friends,0
kelatu punda makaluku oru nalathu panala suyanalavathi pundaaa mavan,1
THALA I love you Marana Mass,0
I think it is same like pink movie.,0
Akshay Kumar fan's like kar do,4
Enaku apdiye padaiyappa second half Rajini ya patha mariye iruku  can't wait for fdfs,0
Ithu muzhukka muzhukka thamizhil eduka patta oru aangila thiraipadam,4
Karumam Maari irukku Ajith oda dialogue delivery,1
Rajani same pavankalyan attitude la untundi,4
Mass sk Anna vera level I love Anna padam vera levela irukkua poguthu,2
Vikram Sir u r a pure fire,0
Tamil natla chiyan sir ahla mattum than ipadi hollywood range la nadika mudium ithu unmathanee,0
Epo trailer pathuttu erukinge like podunge,0
Padam partha pinnadiyum trailer semmaiya iruku,3
Semmmmaaaa masssss ss thalaiva..... Dialogue ella mirattal,0
Ennada ipadi yeduthu vechurkingha ......paaaaaaaaaph,1
G.V.P paithiya kara nee mooditu Music eh podu  Maallaaaaa Bgm,0
GV prakash in Bgm padathuku extra strength,0
Sivakumar sir iruntha Ella phone ayum thativitu kathaya mudichirparu,0
Kuch samajh nhi aaya per trailer dekh kar yesa laga pink movie ka remake hai,4
"Nammakitta kaadu irundha eduthukuvanunga, rupa irundha eduthukuvanunga, padipu irundha yavanalum edukamudiyadhu.....",0
Ennada  “ellam Avan seyal “ movie remake ka?..,0
No 1 trending in Sri Lanka,0
Remake of (pink Bollywood movie) Yanna raaskala mind it,1
Rajinikanth and Akshay kumar  Ke fans hit likes.........   Superhit trailer......,0
What did you say Mrs.Meera Krishanana Ippudi neryea Neryea Neryea...,0
Shankar oru scientist nasa la work panna vendiya varu cinimala work pandraru.,2
Pakka mass is my super star,0
July1 20M vivews varum 1M likes um senthu varum,0
chiyaan vikram hindi fans like here,4
petta petta petta petta petta petta,0
Eyyyyyy inda no1 no2 ellam paapa vilayattu  ennakume thalaivar than no1 super one understand,0
Azalagana styleah na  Rajini... Remembering his love flims..,0
Thala August padam vatatum namma mass katrom..,0
Yarellem notice panninga  seathupathi bgm in sangatamilan,3
Karthick Subbaraj unmayana thalaivara veriyan nu katitinga great...thalaivar Style la solnamna hats off karthick,0
Ena da apo apo viswasam theme varudhu,1
thala tha ennoda uyir daa   ajith Anna neega vera leave,0
Am thalapathy veriyan  Anna asuranuku marana waiting,0
Vijay & SK Mutual Fans Like pannunga...,2
Ipppadi neraya neraya neraya vera vera vera level,0
Vfx work is Awesome like Hollywood movie,0
Thala vera vera vera level,0
August la padam varatum Nama than gethunu kamikkurom,0
Sorry pa Hollywood pakam vandite pola,0
" 2:10 ""jeikaromo ilaiyo.... mothala sanda seiyanum"" ....resemblance",3
#1 trending in #Srilanka  #3 trending in Malaysia  #9 trending in India,0
"Priyanka ,ellam avan seyal pola ullathu",1
Super star ka super style,0
Ithukkum dislike podravangala nenacha than,0
pwli ..  കിടു ..  anyayam,4
nerkonda paruvai ipdi vaikkanum nalla Tamil Peruna.,0
Bigil ku pee pee ya oooooo oooooo,1
Enna da kadaisila kaththi bgm varthu,1
Orutharu mela viswasam katthurethu kaage yen ennoruthareh aasingam paduturingge!!!,2
Vera level la iruku... Waiting for release,0
bgm kgf bgm modified mathiri iruku,1
Tharamaama sambavam irukku 6 clock ku   Kaathiruppom,0
Let's make the likes to 1.2 million likes,0
Kaala na mass aah irukkanum  Kaali na massum classsum irukkanum,0
dislike potavanlam..... Setthuru..... summava Bigil team late release ku paechu vaarthai nadathinaanga... Trailer therkidhu.. Sure shot saravedi,1
1m views =500k likes Now 4.6m views = still 580k likes  Something wrong,2
This moive like Sri hari's Telugu movie Sri mahalashmi,2
Sk padam trailer ah vida ithu Semmiya Iruku,0
Thala fans ellm trailer like pannunga bro,0
"Rajini eh vaee sight adikaavechtangalaee..he looks handsome ,..makeupartist",0
Semma semma CG AND SEMMA BACKGROUND,0
"u kena tunggu lama lagi untuk tau saya, you have to wait more to know who I am....",4
Odi pathugiru vaarthu thalaivarin petta !!! .... parak,0
Bigil koodaye modhurapdi adhu .....   Idhuthanda verithanam,1
Naan oru thalapathy fan aanaa naan 100times mella paathirupan...aaana likes views romba kammi,0
Love u dhanush anna semma massss,0
Bgm from 0.38 to 0.58 vere level,0
ಐ ಲವ್ ಯು ತಲೈವಾ... Superstar...  only  one.... ರಜಿನಿ ಕಾಂತ್,4
Thala time agiduchi kannu eriyuthu tomorrow vanthu ungalai parkkiren Thala I love you,0
Semma trailer paka mass !!,0
Likes yaru vanguranganu mukkiyam illa box office than mukkiyam athula thalaivarae adika mudiyathanu pari right hit like,2
Ithuvum kadaikutty Singham Mari jathi padama?🤔,3
National award miss aagathuu indha time,0
On fire thailaivar...sirapana tharamana sambavangaka inime thaan pakaporinga,0
Crime side movie am love it.RATCHASAN mathiri irukkunumnu aasapadraah...,0
Angali pangali anaivarukkum Kalai Vanakam,0
adithya varma - Kadaram kondan  rendum onnukonnu salachathilla  appavum pullayum kalakuraangale daily yar videova 1st pakrathunu doubt varum,0
Daiiii dislike poturanga koinjam pathutu potunga da,0
Petta 10 thadawaiku mela pathavaga like pannuga,3
Teejay fans like here 🥰🤩 I love teejay songs,0
Yappa Vera level pa marana waiting,0
Trailer itna mst hai to movie kitna gjb hoga yaar,4
Kaithi audience responce.   Pls subscribe,3
Thalaivaa..... Love uno words hyo paaaah🤩🤘,0
Oruthar maela viswasata kamika innoruta asinga padata kudadhu sema dialogue 🤘,0
Thala yoda ovevoru dialogue delivery um sema mass vera level Goosebumps overloaded,0
viswasam Ku irundha opening iduku illa y🤔.still only 10 M.viswasam trailer 14 M in one day.edo onu miss aavudu,0
Neenga velayadanathu enkitta illa yeman kitta  Only one dialogue is enough  chiyaan uyir,0
super star king of kings forever,0
Nivetha suit aachu ...But rashi kanna nalla illa....,2
Ellam avan seiyal nu oru padatha nyabaga paduthudu,2
Yaarukellam Kabali and Kaala pudikkum...,3
Like karo share karo Apne what's up grp me,4
Diwaliku varama eruntha good elladi summa vasool kuranji flop akathan,3
Rajni sir hain to aur kuch nahi chaiye.,4
Surya annan uyirr & karthi annan chank,1
Simple Ah sollanumna Kola Mass Trailer Enna Acting ya manushan,0
Ner Konda Parvai.. Thalaku Suitableana Title,0
Who all agree Vijay sethupathi ku inda mari dance set aagala nh,1
Pink movie ka remake lag rha hai,3
pollachi matar  nakeeran kopal in sapot  dialog,0
Pool maari irruku padam omna dhan podhu,2
Kaithi-ku CONGRATULATIONS  T-64 ku ALL THE BEST.,3
1 like nawaj bhai k liye,0
19.2k views to 12M  ......,3
Thalaivar cinema la irukura varai avar thaan eppoum ennaikum Super,0
Intha Super Star thaaan engaluku venum  90's kids fav,0
kochadaiyan football adraaru anga oru trailerla,0
@1:40 enna harris bgm lam varudhu :) ?? Therikkudhu Yuvan bgm..,0
"Sarkar teaser record safe🤗  Naanga Telugu teaser and Hindi teaser potta , neenga kaaaname poyivudum",0
Yo eth vand anyama erkk lle,1
Thala fan nu sollum pothu perumaiya irukku,0
appadiye ean channel ku oru sub podunga,0
Pls guys make it 1m likes....,0
waннн waннн waннн тнala тнala тнala   enge тнala nale мaѕѕ тan..  ѕeммeeee,0
Dai Viswasam teaser enge daw,3
Yuvan Fans    Hit Like,0
Hero vera yar na podunga pa plz,2
To haters in Lollu sabha style : Arivu ketta eruma maadu,1
Paah samma well known dialogue well said padippa yaralayum thirida mudiyathu,0
1.8 m reach sema eppadina 100m Vara vekkano,0
I love u thalaiva neenga eppavum mass nee va thalaivaaaaa,2
Thelivaaa marana mass ah iruku,0
mass's INA ethu thanta thalaivaruta othunguta,0
"Trailer nalla iruku, padam nalla irukanum.... ambutu than solliputten",0
Thala mass yuvan bgm vera level suriya fan,0
Dislike pottaven la ratham kakki saven,1
"Sema trailer cinematography therikuthu, bayangaramana oru mass plus thriller movie kaathuttu irukku.",0
"Orutthar Mela viswasam kaadrathala .....  Innorutthara Yan asinga paduthureenga .....  Dai ungalathanda THALA ,THALAPATHY FANS",0
Rajani style is style style dance is dance,0
Enna karumamda ethu cartoon padam mari erukuthu,0
Dey idhukku yenda dislike pandrinka . Trailer semma mass ah entertaining ah thanae irukku.. vaitthu yerichallin uccham da neenka,0
Inime than sirappana tharamana sambavangala pakka poringa..... Best wishes for thalapathy fans,1
செம்ம சியான  மரண Waiting for kadaram kondon movie,0
Trailer 1million like varalanu yaarellam feel panringa,0
🤖Thalaiwa is god !! Or ???? Plz rajinikant sir ke fan ho to   . Touch to !!!,1
Darbar motion poster pathutu vanthavanga yaru,3
Super man and Batman movie Mari iruku,0
Aapdilam nadakathu !!!! nadaka kudathu  ultimate lines,0
Marana mass thala na thala tha,0
Ending speech mass thalivaaaaaaakola kandula iruken,0
0.48  0.49 thalaiva unakku vayasu 53 yaaa🤪,0
Kaali... Kaala... Kaabali...  thalaivar da... Kaa romba rasi nenaikuravaga like poduga,0
Paakathane poringa thalaivaroda maasa petta parak,0
9m view innum neray neray neray  view vennum friends,0
#2.0 in kannada dubb tamil movies in kannada,3
Always Thala  Agalatheey pathutu Trailor pakuravanga like panunga,0
Hindi movie pink. Remake to tamil. Good movie,2
Innum naraya naraya naraya  views....10m pothathu,0
Krish next part . Tamil la padam yaduthurukanga super,0
Style kingna athu yapovum thalaivar mattumthn,0
Graphics sari illa nu solrathukune oru gang suthum parunga,0
Nambukkitta kaadu eruntha eduthuppangha kaasu eruntha pudinguppanugha ana paddippa mattum epic dialogue,0
2:02 kandipa naa varama cinema theatreruku unna pakka🤞,0
Chutiya Kat gya rajnikant ke fans ka. Views hi nai mile,4
Yenda KRISH maska copi adichi vachirukkinga....!!🧐  Puthusa ethavathu design pannirukkalam...!,2
Thala mass dialogue class vera level,0
Rajni Mass. Pakkathana poringa Kali oda aathatha. Sema Dialogue. Old Rajni is back,0
35k Anil kunjus found -disliked 🤣🤣,1
Trending list la irundu poi again trending la varadu. First time seeing like this,0
kola gagdla irruken....magane kollama vida matten.....Badsha 2.....,0
Thala pola varuma  Thala eppavume mass Vera level,0
marning eluntha undan nera nkp trailer parka vantha angaali pangaali ellaam oru like podunga,0
"Нихрена себе!вот это индусы,вот это удивили, охренеть",4
Thala masss yuvan bgm vera level,2
Ide en inum trending la varla..? idha vda romba kammi views ruka videos lam trending la ruku,0
Sumara 50 times parthachu.one more trailer plzzzz,0
Enangada NKP theme music ah potu vachirukinga,1
Cast rajini nu pathil vera yarachum pannirukalam,0
Bigil vida indha trailer nalla irukae🤔🤔🤔,0
Nee engitta vilayaada la yeman kitta,0
Enna dhu Tamil cinema la vettu kutthu ilama oru padanum varatho,0
Paaandeeee padam paaka vanthuratha theater ku fst day,0
Malayalam movie chinthamani kolacase njapakathukku varuth,2
Really enjoyed ipotha thalaivaroda style nakkal ellathyum romba naaaluku aprm pakarom,0
"Ippa inda SKfan ta enna solla poringa , commenters",0
Thalapathy 64 ku wait pandravaga like poduga,3
Sk வுக்கு theme music வேண்டும் தல Yuvan! Title BGM Semma .,0
Nee yaaravenalum iru evanavennaalum iru ** THALA kitta thaiyae iru,0
1:38  to  1:50 vera level,0
After syraa...seeing u sir ...4m Andra,3
Tamil cinema la itha vida pudhu storyline Vera ethuvum kidayathu,1
Karthi anna katta support from Kerala,2
Movie pathutu trailer paakuravangalaan like podunga,0
Money money money neraya neraya neraya massss,0
#Sl #boys  channel,0
Sema da.. Super machi. FDFS confirmed.,0
Rangaraj pandey fans hit like 🤣🤣🤣🤣,0
Aduchu Underwearoda odaa vitruvan.......... to viswasam,2
ajith sir super act but kadai puthikala,2
Vera mathurii irukuuuu thalaivaaa..... Ni vah thalaivaaa vera Level expectations,0
Trailer la vara scens lam kanom,0
Gotha like kuda vanga mudiyala neeyalam enga annan thalapathy compateator poda aamai kunjugala poi   savunga da,1
Thairiyama dewali Ku va thalaiva  nanga irukom irupom 🤗,3
Super star super star boos is bake,0
"school boys innum tution pogala pola,dislike button ah pudichu nonditu irukkanuga",2
Soori illama iruntha movie supper hit,2
Kola gandu la irrikun padam paka.,0
Indha teaser Ku dislike pana avaga amma silku da,0
Pandaee.... jii neega yepa padau nadika vantheenga.....,0
I mena mukamudi padam mathiri iruku,0
Trailer eh pathute irukunum pola solravanga like podunga,0
Vijay sethupathi ku nalla role illa pola.... Apo padam nallaa irukaathunu thaan ninaiken,1
Thungarthuku munnadi 1 time parpom,0
Asuran hit aagum nu ninaikuravanga like panunga,0
30 million views varum nu soldravanga like potunga,0
Yaaru da andha 9k dislikes uh,0
